업소명,소재지(도로명),소재지전화
카페테리아,"대전광역시 중구 목중로 9, 3층 (목동,  )",042-224-0203
더착한커피을지대점,"대전광역시 중구 동서대로1321번길 47, 1층 (용두동)",042-242-8808
오수리,"대전광역시 중구 대종로 373 (부사동, 한밭야구장 중앙탁자석측)",
친절한스낵바(정진유통),"대전광역시 중구 대종로 373 (부사동, 한밭야구장 3루내야측)",
하얀의자,"대전광역시 중구 대흥로165번길 25, 지하1층 (대흥동)",042-255-2540
바로따오,"대전광역시 중구 계백로1615번길 52, 1층 (유천동)",042-538-8545
59쌀피자목동점,"대전광역시 중구 목중로 33, 1층 (목동)",042-253-3999
아미띠에,"대전광역시 중구 중교로 32, 1층 (대흥동, 마음편한병원)",042-255-1474
스마일꽈배기,"대전광역시 중구 목중로 47, 1층 (목동)",
씨유대전선화스타점,"대전광역시 중구 보문로323번길 29, 101호 (선화동)",042-256-3542
카페209,"대전광역시 중구 보문로 209, 1층 (대흥동)",042-223-0209
비오비피씨스넥,"대전광역시 중구 중앙로164번길 22-12, 3층 (은행동)",
(주)한울에프엔에스오월드바닥카트1호점,"대전광역시 중구 사정공원로 70, 1층 (사정동, 식음료매장)",
(주)한울에프엔에스오월드바닥카트2호점,"대전광역시 중구 사정공원로 70, 1층 (사정동, 식음료매장)",
(주)한울에프엔에스오월드바닥카트3호점,"대전광역시 중구 사정공원로 70, 1층 (사정동, 식음료매장)",
(주)한울에프엔에스오월드계절카트1호점,"대전광역시 중구 사정공원로 70, 1층 (사정동, 종합관리사동22-1)",
(주)한울에프엔에스오월드계절카트2호점,"대전광역시 중구 사정공원로 70, 2층 (사정동, 종합관리사동 22-1)",
커스달커피에스며든달콤,"대전광역시 중구 선화서로 27, 1층 102호 (선화동)",042-223-3982
쏘모,"대전광역시 중구 보문로68번길 31, 1층 (부사동)",
아쿠아기프트앤커피,"대전광역시 중구 보문산공원로 469, 3층 (대사동, 1동)",
라스텔라,"대전광역시 중구 대종로480번길 47, 1~2층 (은행동)",042-252-1137
카페파킹,"대전광역시 중구 수침로75번길 32-2, 1층 (태평동)",
뜨란채,"대전광역시 중구 보문산공원로 477-8, 1,2층 (대사동)",042-257-7028
세계교육연구학회카페,대전광역시 중구 대전천서로 381 (문창동),042-283-6303
청춘카페,"대전광역시 중구 테미로 26, 1층 (대흥동)",042-242-3101
보고커피,"대전광역시 중구 계백로 1731, 1층 (오류동)",042-524-5565
한국맥도날드(유)대전부사디티점,"대전광역시 중구 충무로 139, 1~2층 (부사동)",070-7018-4500
선치과병원내커피숍,"대전광역시 중구 대종로 645, 8층 (중촌동)",042-251-5046
투썸플레이스대전은행점,"대전광역시 중구 대종로488번길 54, 2층 (은행동)",042-221-2055
맘스터치대전아쿠아리움점,"대전광역시 중구 보문산공원로 469, 2층 (대사동)",042-224-4008
지에스25유천사랑점,"대전광역시 중구 유천로47번길 97, 1층 (유천동)",042-583-2789
카페봄봄,"대전광역시 중구 대종로480번길 40, 1층 (은행동)",042-255-5822
리틀라이트,"대전광역시 중구 보문로268번길 28, 1층 (대흥동)",042-226-1516
빽다방대전은행점,"대전광역시 중구 중앙로156번길 24, 1층 (은행동)",042-226-7070
이마트24대전선화점,"대전광역시 중구 중앙로79번길 15, 1층 (선화동)",042-320-4080
씨유뉴충대병원정문점,"대전광역시 중구 문화로 273, 1층 (대사동)",042-254-5457
씨유대전목동스타점,"대전광역시 중구 어덕마을로 84-18, 1층 (목동)",042-525-5558
카페비요리,"대전광역시 중구 보문로260번길 4, 1층 (대흥동)",042-320-3812
부우나커피,"대전광역시 중구 계룡로 923, 102호 (문화동, 하우스토리1차)",042-226-2240
먹고또먹고,"대전광역시 중구 문창로10번길 21, 1층 (문창동)",
도란도란카페,"대전광역시 중구 송리로 34, 1층 (문화동)",042-585-4113
(주)이키즈랜드코코몽대전중앙로역점,"대전광역시 중구 중앙로 141, 10층 (선화동)",042-718-2445
고봉민김밥인세이점,"대전광역시 중구 서문로 111, 1층 (문화동)",042-581-1277
디에떼대사점,"대전광역시 중구 계룡로920번길 36, 1층 (대사동)",042-242-0447
만화카페신나는북새통,"대전광역시 중구 중앙로164번길 21-9, A동 지하1층 (은행동)",
그린브라우니대흥점,"대전광역시 중구 수도산로 23, 1~2층 (대흥동)",042-226-0085
넘치는국수한그릇,"대전광역시 중구 대흥로 129, 1층 (대흥동)",042-2545-5436
씨유대전문화스타점,"대전광역시 중구 과례로 89, 1층 (문화동)",042-584-4177
스타벅스대전유천디티점,"대전광역시 중구 계백로 1604, 1~2층 (유천동)",042-582-3213
반찬커피,"대전광역시 중구 보문산공원로 484, 지하1층 (대사동)",042-253-2794
요크커피코리아,"대전광역시 중구 보문산공원로 526, 1층 (대사동)",
엔제리너스커피유천점,"대전광역시 중구 계백로 1625, 102~103호 (유천동)",042-536-3220
희나리카페,"대전광역시 중구 대흥로121번길 17-3, 1층 (대흥동)",042-222-1326
앤티앤스프레즐,"대전광역시 중구 중앙로 141, 2층 (선화동, 엔씨백화점)",042-718-2762
악마의레시피은행점,"대전광역시 중구 대종로488번길 45, 1층 (은행동)",042-335-0071
지에스25선화사랑점,"대전광역시 중구 대종로594번길 18, 1층 (선화동)",042-252-6696
엔젤카페,"대전광역시 중구 대종로549번길 21, 1층 (선화동)",
옛날다방,"대전광역시 중구 대둔산로 469-1, 1층 (산성동)",042-585-1404
빽다방대전중앙로지하점,"대전광역시 중구 중앙로 지하 145, C가14호 (선화동, 지하상가)",
미콩커피,"대전광역시 중구 대흥로28번길 15, 1층 (대흥동)",
커피왕,"대전광역시 중구 대종로480번길 45, 1~2층 (은행동)",042-152-2435
멕시카나치킨대전야구장외야점푸드트럭,"대전광역시 중구 대종로 373, 한밭야구장 80서5128 (부사동)",
멕시카나치킨대전야구장푸드트럭,"대전광역시 중구 대종로 373 (부사동, 89구9540)",
가치있는초콜릿,"대전광역시 중구 중앙로112번길 19, 1층 (대흥동)",042-253-5286
(주)조은컴퍼니,"대전광역시 중구 보문로 293, 1층 (선화동)",042-622-2599
오후한스푼,"대전광역시 중구 보문로 253-15, 1층 (대흥동)",042-223-4500
아나이스,"대전광역시 중구 유천로 101, 1층 (유천동)",
웰빙매점,"대전광역시 중구 대둔산로 306, 3층 (사정동, 웰빙사우나)",
빽다방충남대병원점,"대전광역시 중구 계룡로920번길 36, 1층 (대사동)",042-224-5901
슈퍼맨키즈방방,"대전광역시 중구 보문산로 40, 2층 (산성동)",
꽁트,"대전광역시 중구 계룡로 825, 1층 (용두동)",
세븐일레븐대전으능정이점,"대전광역시 중구 대흥로165번길 41, 1층 (대흥동)",042-255-1711
케이크를부탁해대전은행점,"대전광역시 중구 중앙로164번길 50, 1층 (은행동)",042-331-5612
커피나무,"대전광역시 중구 선화로97번길 21, 1층 (선화동)",
지에스25은행선화점,"대전광역시 중구 대종로 512, 1층 (은행동)",
지에스25대전스마트점,"대전광역시 중구 중앙로109번길 30, 1층 (선화동)",
도미노피자대전유천점,"대전광역시 중구 계백로 1606-1, 1층 (유천동)",042-222-0064
GS25태평삼부,"대전광역시 중구 태평로 83, 1층 9호 (태평동)",
씨유대전선화타운점,"대전광역시 중구 선화서로 34-10, 1층 102호 (선화동)",
빽다방대전선병원점,"대전광역시 중구 목중로 18, 1층 (중촌동)",
아미띠에,"대전광역시 중구 대종로505번길 43, 1층 (선화동)",042-224-7108
세븐일레븐대전태평대로점,"대전광역시 중구 계백로 1567, 103호 (유천동)",042-521-2034
피씨토랑,"대전광역시 중구 계룡로904번안길 32, 3층 (문화동)",
지에스25대흥자이점,"대전광역시 중구 충무로107번길 116, 1층 (대흥동)",042-252-1289
썸커피,"대전광역시 중구 대종로 551, 1층 (선화동)",042-226-4482
꿈의웰빙카페,"대전광역시 중구 목중로26번길 45, 중도상가 1층 (중촌동)",042-256-2346
지에스25중구체육관점,"대전광역시 중구 선화서로 76, 1층층 (선화동)",042-253-2227
지에스25문화주공,"대전광역시 중구 송리로 40, 1층 (문화동)",042-586-0025
버드테리아,"대전광역시 중구 사정공원로 70 (사정동, 오월드 버드랜드)",
미니스톱문화타운점,"대전광역시 중구 계백로1660번길 64, 1층 (문화동)",
카페카타콤,"대전광역시 중구 계백로 1592, 지하1층 (유천동)",042-581-5226
지에스25유천제일점,"대전광역시 중구 유천로48번길 42, 1층 (유천동)",
하정김밥,"대전광역시 중구 대종로 664-1, 1층 (중촌동)",
미니스톱대전문화점,"대전광역시 중구 보문산로177번안길 34, 1층 (문화동)",
배스킨라빈스대전은행본점,"대전광역시 중구 중앙로164번길 5, 1층 (은행동)",042-224-0481
번트시엔나,"대전광역시 중구 과례로22번길 59, 1~2층 (문화동)",042-583-8300
지에스25문화삼거리점,"대전광역시 중구 천근로 8, 1층 (문화동)",042-585-3971
두쁘레마카롱,"대전광역시 중구 중앙로170번길 23, 1층 (은행동)",
스타벅스대전태평점,"대전광역시 중구 태평로 71, 1층 140호 (태평동, 뉴삼부프라자)",042-524-3326
더함,"대전광역시 중구 중촌로28번길 36, 1층 (중촌동)",042-257-0123
아카페라,"대전광역시 중구 산서로 28, 1층 (사정동)",
컴포즈커피중촌점,"대전광역시 중구 목중로 22, 1층 (중촌동)",042-255-3777
두더지하,"대전광역시 중구 중앙로164번길 37, 지하1층 (은행동)",
백미당세이대전본점,"대전광역시 중구 계백로 1700, 5층 (문화동, 백화점세이별관)",
커피향,"대전광역시 중구 문창로 121, 1층 (문창동)",
우리동네,"대전광역시 중구 선화로58번길 55, 1층 (선화동)",
베러댄와플대전은행점,"대전광역시 중구 대종로488번길 45, 1층 (은행동)",
이디야커피중촌점,"대전광역시 중구 목중로26번길 26, 1층 (중촌동)",
롯데리아대전산성점,"대전광역시 중구 보문산로 45-1, 1층 (산성동)",
지에스25오류플러스,"대전광역시 중구 동서대로1303번길 32, 1층 (오류동)",042-528-1397
씨유대전선화호수점,"대전광역시 중구 선화로 60, 1층 (선화동)",042-256-8984
지에스25용두원룸점,"대전광역시 중구 계룡로783번길 13, 1층 (용두동)",042-226-4739
윈터커피로스터스팩토리,"대전광역시 중구 대흥로111번길 34, 2층 (대흥동)",
지에스25오류삼성점,"대전광역시 중구 계룡로874번길 102, 1층 (오류동)",042-536-1156
본스피씨카페,"대전광역시 중구 계백로 1719, 2층 2호 (오류동, 센트리아오피스텔)",
화인카페,"대전광역시 중구 계룡로 832, 2층 (오류동)",042-522-1288
도쿄빙수은행동점,"대전광역시 중구 중앙로164번길 20, 2층 (은행동)",042-300-3331
지에스25태평버드내점,"대전광역시 중구 태평로 26, 1층 (유천동)",042-527-8171
카페모두,"대전광역시 중구 태평로 143, 1층 (태평동)",
엄마손분식,"대전광역시 중구 용두로 56, 1층 (용두동)",042-527-5588
스타벅스대전대사디티점,"대전광역시 중구 계룡로 949, 1~2층 (대사동)",042-223-3328
더커피,"대전광역시 중구 보문로 268, 1층 (대흥동)",
명랑쌀핫도그문화세이점,"대전광역시 중구 계백로1716번길 26, 108호 (문화동)",
키즈빌랜드,"대전광역시 중구 계백로 1619, 7층 (유천동)",042-523-7945
씨유대전선병원점,"대전광역시 중구 목중로35번길 14, 1층 (목동)",042-242-5365
명랑쌀핫도그목동점,"대전광역시 중구 목중로 19, 1층 (목동)",
지에스25유천대원점,"대전광역시 중구 계백로 1613, 1층 (유천동)",042-528-7029
멕시카나치킨대전야구장3루점푸드트럭,"대전광역시 중구 대종로 373, 한밭야구장 89머1606 (부사동)",
뉴욕버거,"대전광역시 중구 대종로 373 (부사동, (한밭야구장,중앙탁자석층))",
알리바바,"대전광역시 중구 중앙로 지하 145, C-나-64호 (은행동, 지하상가)",
시라비타커피,"대전광역시 중구 계룡로874번길 97, 1층 (오류동)",
지에스25선화센트럴점,"대전광역시 중구 대종로 551, 1층 (선화동)",042-223-2280
페이버,"대전광역시 중구 계룡로771번길 5, 1층 (용두동)",
지에스25선화드림점,"대전광역시 중구 대종로593번길 37-1, 1층 (선화동)",
떡뽀끼와함께라면,"대전광역시 중구 대종로315번길 28, 1층 (부사동)",
타미띠에,"대전광역시 중구 대종로 457, 1층 (대흥동)",
써브웨이대전오류점,"대전광역시 중구 계백로 1715, 1동 102호 (오류동, 경복궁 메디컬파크)",042-528-4312
고로고로만화카페,"대전광역시 중구 중앙로164번길 22-12, 5층 (은행동)",042-221-9080
지에스25문창사랑점,"대전광역시 중구 문창로 108, 1층 (문창동)",042-252-1422
버거킹대전용두디티점,"대전광역시 중구 계룡로 853, 1~2층 (용두동)",042-221-0332
명랑쌀핫도그부사점,"대전광역시 중구 대종로 299, 1층 (부사동)",
아레나카페,"대전광역시 중구 계백로 1619, 2층 203호 (유천동, 벽산프라자)",
이제이카페,"대전광역시 중구 보문산로103번길 9, 1층 (산성동)",
인그레인,"대전광역시 중구 보문로262번길 16, 1층 (대흥동)",
하이롱꼬마김밥,"대전광역시 중구 동서대로 1405, 1층 (목동)",042-252-1253
선비꼬마김밥버드내점,"대전광역시 중구 태평로 15, 125호 (태평동, 버드내마을 아파트 주 상가동)",042-522-6060
키무카츠,"대전광역시 중구 계백로 1690, 지하1층 (문화동, 홈플러스문화점)",
지에스25대전석교점,"대전광역시 중구 돌다리로 14, 1층 (석교동)",
아이센스피씨방,"대전광역시 중구 계백로1550번길 28, 2층 (유천동)",
16오마주,"대전광역시 중구 대흥로121번길 20, 1층 (대흥동)",
메르블뤼,"대전광역시 중구 동서대로1250번길 8-24, 1층 (태평동)",
아미쿠스,"대전광역시 중구 수도산로47번길 80, 1층 (대흥동)",
백조베이커리,"대전광역시 중구 중앙로 지하 145, 지하상가 C나12,13,14호 (은행동)",042-253-9855
샌치한김밥,"대전광역시 중구 계룡로 923, 125호 (문화동, 하우스토리1차)",042-535-2918
맘스터치대전태평점,"대전광역시 중구 태평로 71, 141호 (태평동, 뉴삼부프라자)",042-535-3311
아이센스피시은행점,"대전광역시 중구 중앙로164번길 29, 2층 (은행동)",
GS25용두중앙점,"대전광역시 중구 동서대로1321번길 95, 1층 (용두동)",
명랑핫도그산성점,"대전광역시 중구 보문산로 57, 1층 (산성동)",042-581-6659
리코프레소,"대전광역시 중구 대흥로139번길 28, 1~2층 (대흥동)",
테힐라커피,대전광역시 중구 송리로 1 (문화동),
지에스25한밭도서관점,"대전광역시 중구 서문로 13, 1층 (문화동)",042-585-3330
지에스25대전태평점,"대전광역시 중구 평촌로 108, 1층 (유천동)",042-527-2534
빽다방대전유천버드내점,"대전광역시 중구 태평로 22-1, 1층 (유천동)",
초가랑카페,"대전광역시 중구 대전천서로 113-1, 1층 (호동)",
이강식당,"대전광역시 중구 계룡로 922, 209호 (문화동, 하우스토리 2차)",
땡큐베리머치,"대전광역시 중구 중교로 49, 지하1층 (대흥동)",
알로하녹,"대전광역시 중구 대종로521번길 29, 1층 (선화동)",070-3330-0379
호떡일번지,"대전광역시 중구 천근로 3, 1층 (문화동)",042-582-3352
카페땡스대전점,"대전광역시 중구 대전천서로 447, 202호 (은행동, WS홍명상가)",
디딤커피,"대전광역시 중구 동서대로 1347, 101동 102호 (용두동, 늘푸른아파트 상가)",
뉴욕버거문화점,"대전광역시 중구 계백로 1690, 지하1층 (문화동, 홈플러스테스코 문화점)",
래미커피,"대전광역시 중구 중교로 39, 1층 (대흥동)",042-242-0875
써브웨이대전태평점,"대전광역시 중구 태평로 71, 1층 141호 (태평동, 뉴삼부프라자)",042-300-7707
_커피집,"대전광역시 중구 충무로 89, 1층 (대사동)",
엔씨박스,"대전광역시 중구 부용로41번길 50, 101동 B106호 (부사동, 부사동 참좋은)",
지에스25문창중앙점,"대전광역시 중구 대종로386번길 99, 1층 (문창동)",042-222-3233
오렌지가든,"대전광역시 중구 목척6길 7, 1층 (은행동)",
씨유대전유천본점,"대전광역시 중구 계백로1583번길 41, 1층 (유천동)",
페이크,"대전광역시 중구 중교로 30, 1층 (대흥동)",042-223-8900
오케이피씨스낵,"대전광역시 중구 서문로 13, 3층 (문화동)",
어도비하우스,"대전광역시 중구 대흥로169번길 15, 1층~2층 (대흥동)",
효사랑카페,"대전광역시 중구 뿌리공원로 45, 1층 (안영동)",042-580-9080
놀숲대전은행점,"대전광역시 중구 중앙로156번길 7, 2층 (은행동)",
한밭도서관건강카페,"대전광역시 중구 서문로 10, 3층 (문화동, 한밭도서관)",042-270-7538
뿌리공원스낵카페,"대전광역시 중구 뿌리공원로 79, 뿌리공원, 관광안내소 2층 (침산동)",042-581-4445
탭그라운드,"대전광역시 중구 중앙로164번길 8, 2층 (은행동)",042-222-1989
잘임스국수앤덮밥,"대전광역시 중구 계백로 1715, 1동 1층 107호호 (오류동)",042-536-4782
지에스25대전세이점,"대전광역시 중구 계백로 1712, 기독교연합봉사회관 본관, 1층 (문화동)",042-222-9588
카페에이티포대전선화본점,"대전광역시 중구 선화서로19번길 48, 1층~2층 (선화동)",
세원안영하나로클럽,대전광역시 중구 대둔산로199번길 43 (주)농협대전유통 부11동 (안영동),
힐링카페숲이랑,"대전광역시 중구 보문산공원로 440, 1층 (대사동)",042-286-5090
브이아이피토스트,"대전광역시 중구 유천로47번길 33, 1층 (유천동)",
머뭄,"대전광역시 중구 목척2길 35, 1층 101호 (은행동)",
왕짱만두,"대전광역시 중구 보문산로 31, 114동 1층 103, 104호 (산성동, 한밭가든아파트)",
분홍달,"대전광역시 중구 대종로 419, 1층 (대흥동)",
어너,"대전광역시 중구 문화로 186, 2층 (문화동)",042-587-1213
이게피씨방이다,"대전광역시 중구 목중로 18, 지하1층 (중촌동)",
오멜라스,"대전광역시 중구 중앙로156번길 49, 3층 (은행동)",
카페모아,"대전광역시 중구 중앙로 지하 145, 지하상가 D-나-43호 (은행동)",042-222-0080
써브웨이대전은행점,"대전광역시 중구 대종로488번길 25, 1층 (은행동)",
모퉁이,"대전광역시 중구 대종로 437, 백세병원 1층 101호 (대흥동)",
허니빈스문화홈플러스점,"대전광역시 중구 계백로 1690, 홈플러스데스콤㈜문화점 지하1층 C12B호 (문화동)",042-471-1000
GS25대전목양점,"대전광역시 중구 목동로 37, 상가동 1층 104~105호 (목동, 목양마을아파트)",042-221-4577
모들,"대전광역시 중구 선화서로23번길 17, 1층 (선화동)",
이스터에그,"대전광역시 중구 테미로44번길 39, 1층 (대흥동)",
꼬마네 떡볶이,"대전광역시 중구 대둔산로199번길 43, 1층 (안영동)",
호호에스프레소,"대전광역시 중구 안영로79번길 29, 1층 (사정동)",
공부하는카페,"대전광역시 중구 목중로 22, 용신빌딩 2층 (중촌동)",042-257-4001
늘커피,"대전광역시 중구 돌다리로 25-1, 1층 (석교동)",042-538-8007
모인,"대전광역시 중구 보문산공원로497번길 16, 2층 (대사동)",042-257-4777
쥬스킹태평점,"대전광역시 중구 유천로132번길 47, 1층 (태평동)",042-528-0915
"헬로,씨스","대전광역시 중구 중교로 7-7, 1층 102호 (대흥동, 다빈치)",
카페하루,"대전광역시 중구 중앙로 지하 145, 지하상가 D가 43호 (은행동)",
GS25 옥계점,"대전광역시 중구 학고개로 8, 1층 (옥계동)",
지에스25문화중앙점,"대전광역시 중구 문화로 174, 1층 (문화동)",
농민다방,"대전광역시 중구 충무로 142, 1층 (부사동)",
마당깊은찻집,"대전광역시 중구 동서대로1194번길 7-8, 1층 (태평동)",042-526-5056
커피류,"대전광역시 중구 대흥로 133, 1층 (대흥동)",
삼성다방,"대전광역시 중구 계룡로874번길 55, 지하1층 (오류동)",042-522-1818
퀄키,"대전광역시 중구 계룡로904번안길 18, 1층층 (문화동)",
헌드레드시트,"대전광역시 중구 대흥로121번길 36, 2층 (대흥동)",
카페쉼표,"대전광역시 중구 보문산공원로497번안길 50, 1층 101호 (대사동)",
소문난김밥,"대전광역시 중구 서문로 96, 1층 106호 (문화동, 센트럴파크2단지아파트)",
미스유,"대전광역시 중구 계백로 1556, 1층 (유천동)",
더쎈피씨방은행점,"대전광역시 중구 중앙로 164, 지하1층 (은행동)",
커피베이태평점,"대전광역시 중구 계백로1583번길 67, 에덴중앙감리교회 1층 (유천동)",042-526-4147
코코이야기갤러리카페,"대전광역시 중구 목중로54번길 43, 1층 (중촌동)",042-252-5721
미쓰리,"대전광역시 중구 중교로73번길 11, 1층 (은행동)",
카페엘,"대전광역시 중구 천근로 5, 1층 (문화동)",
데이,"대전광역시 중구 당디로 55, 1층 (산성동)",
다온,"대전광역시 중구 대둔산로199번길 43 (주)농협대전유통,부속10동 1층 (안영동)",
하하메모리즈은행점,"대전광역시 중구 대종로480번길 39, 1층 (은행동)",
레디언트,"대전광역시 중구 수침로55번길 35, 선진빌딩 1층 (태평동)",
지에스25 용두점,"대전광역시 중구 중앙로13번길 52, 라파빌딩 1층 (용두동)",042-221-1301
미니스톱대전목동점,"대전광역시 중구 목동로8번길 40, 1층 (목동)",
지에스25유천하나점,"대전광역시 중구 유천로 101, 1층 (유천동)",
하나로카페,"대전광역시 중구 계룡로 832, 1층 (오류동)",042-523-6001
포장마차떡볶이,"대전광역시 중구 목중로 60-1, 1층 (중촌동)",
카페마크,"대전광역시 중구 산서로 70, 1층 (사정동)",
북카페,"대전광역시 중구 문화로 73-1, 1층 (유천동)",
나우이즈굿,"대전광역시 중구 대흥로121번길 2, 1층 (대흥동)",
대흥동커피,"대전광역시 중구 중앙로130번길 37-6, 2층 (대흥동)",
피자홈,"대전광역시 중구 선화로22번길 8, 1층 101호 (용두동)",042-222-5982
스페셜티커피,"대전광역시 중구 태평로 34, 1층 (유천동)",
롯데리아대전세이점,"대전광역시 중구 계백로 1700, 세이백화점 지하1층 (문화동)",
지에스25 한밭대사,"대전광역시 중구 보문로162번길 58, 1층 (대사동)",
카페뚤레,"대전광역시 중구 유천로 136, 나이스타운 1층 102호 (태평동)",
백금당,"대전광역시 중구 선화서로 41, 1층 101호 (선화동)",
솔,"대전광역시 중구 대전천서로 435-1, 1층 (은행동)",
더쎈피씨방,"대전광역시 중구 중앙로130번길 9, 2층 2호 (대흥동)",
감자바위골2,"대전광역시 중구 문창로6번길 43, 1층 (문창동)",042-286-3096
카페수,"대전광역시 중구 대종로 457-12, 1층 (대흥동)",
미니스톱대전산성점,"대전광역시 중구 유등천동로 200, 1층 (산성동)",
지에스25목동한사랑점,"대전광역시 중구 동서대로 1388, 상가동 1층 101,102호 (목동, 금호한사랑아파트)",
경성로맨스,"대전광역시 중구 중앙로137번길 68, 1,2층 (선화동)",042-254-9904
원조김밥친구,"대전광역시 중구 대둔산로 377-1, 1층 (산성동)",042-583-9944
더리터,"대전광역시 중구 대종로 447, 대흥빌딩 1층 101호 (대흥동)",042-252-0556
씨유대전산성타운점,"대전광역시 중구 대둔산로 373, 1층 (산성동)",
해이유,"대전광역시 중구 태평로 71, 삼부프라자 2층 201호 (태평동)",042-522-0478
스트릿츄러스대전세이백화점본점,"대전광역시 중구 계백로 1700, 세이백화점별관 5층 (문화동)",
홍루이젠대전문화점,"대전광역시 중구 계백로 1687, 1층 (오류동)",042-525-8879
청년피자대전중구점,"대전광역시 중구 계백로1566번길 48, 1층 101호 (유천동)",
애트,"대전광역시 중구 대전천서로 467-1, 1층 (은행동)",042-222-8030
슬라임오감톡톡카페,"대전광역시 중구 계백로1603번길 21, 1층 (유천동)",
더쎈푸드,"대전광역시 중구 인창로 2, 2층 (대흥동)",
카페엘림,"대전광역시 중구 문창로 27, 1층 (부사동)",
(주)신오김밥정원태평점,"대전광역시 중구 태평로 18, 1층 102호 (유천동)",042-533-0045
오로지커피,"대전광역시 중구 보문로 185, 1층 (대흥동)",
달에서온마카롱,"대전광역시 중구 동서대로 1356, 1층 (목동)",
법제쌍화차,"대전광역시 중구 중앙로164번길 11, 2층 (은행동)",042-255-2333
트윈투비문화동점,"대전광역시 중구 과례로39번길 46, 1층 (문화동)",
지에스25유천현대점,"대전광역시 중구 계백로1615번길 34, 상가동 109호 (유천동, 현대아파트)",
잡황호점,"대전광역시 중구 대종로460번길 43, 1층 (대흥동)",
뜨락,"대전광역시 중구 계룡로 764, 힐링타운 1층 (오류동)",042-222-1759
지에스25대전오룡점,"대전광역시 중구 오류로74번길 25-33, 1층 (오류동)",042-522-1397
카페손수,"대전광역시 중구 선화서로 33, 아미고스 1층 101호 (선화동)",
또바기,"대전광역시 중구 유천로 77, 2동 1층 (유천동)",
탑브릭스,"대전광역시 중구 계백로 1711-1, 102.103호 (오류동)",042-1833-4140
라이또피씨방중촌점,"대전광역시 중구 목중로 22, 용신빌딩 2층 (중촌동)",
설빙오룡역점,"대전광역시 중구 계룡로 760, 1층 (오류동)",042-533-8001
슬라임엔젤,"대전광역시 중구 평촌로 58, 동양빌딩 2층 201호 (유천동)",
레인보우마카롱은행점,"대전광역시 중구 중앙로164번길 28, 1층 (은행동)",042-252-7063
정쿠키,"대전광역시 중구 계백로1603번길 28-31, 1층 102호 (유천동)",
여행이필요한시간,"대전광역시 중구 대흥로121번길 21, 1층 (대흥동)",
이마트24대전은행동점,"대전광역시 중구 중앙로164번길 22-12, 1층 (은행동)",
헤이민제과공방,"대전광역시 중구 대종로 635, 1층 101호 (중촌동)",
송사부수제쌀고로케대전문화점,"대전광역시 중구 계백로 1690, 홈플러스데스콤㈜문화점 지하1층 (문화동)",
쿨키드커피바,"대전광역시 중구 대흥로111번길 30-18, 1층 (대흥동)",
지에스25중촌하늘점,"대전광역시 중구 목중로 69, 상가동 107호 (중촌동, 주공아파트3단지)",
세모네모,"대전광역시 중구 대종로 502, 1층 101호 (은행동)",042-222-5541
문창김밥,"대전광역시 중구 보문로20번길 138, 1층 (문창동)",
지에스25대전우리들점,"대전광역시 중구 보문로260번길 66, 1층 (대흥동)",
서대전역1층아랑고기국수,"대전광역시 중구 오류로 23, 서대전역 1층 (오류동)",070-7092-7877
할리스커피대전은행본점,"대전광역시 중구 중교로 74, 2,3층 (대흥동)",042-222-3288
야커피,"대전광역시 중구 동서대로1303번길 17, 1층 (오류동)",042-527-9627
스물여덟마카롱,"대전광역시 중구 중앙로164번길 21-10, 1층 (은행동)",
카페그려,"대전광역시 중구 대흥로121번길 30-3, 2층 (대흥동)",
와요,"대전광역시 중구 목척2길 35, 1층 102호 (은행동)",
(주)소산원,"대전광역시 중구 보문산공원로 524, 1층 (대사동)",042-625-8333
1909커피,"대전광역시 중구 동서대로1304번길 24, 1층 (오류동)",042-535-1909
모던커피,"대전광역시 중구 문화로 210, 1층 (문화동)",
건강카페2호점충남대학교병원점,"대전광역시 중구 문화로 266, 충남대학교의과대학 의생명융합연구센터동 2층 (문화동)",
미쓰봉문화점,"대전광역시 중구 당디로6번길 76, 두루타운 1층 107호 (문화동)",042-585-1080
드루와분식,"대전광역시 중구 당디로 52-1, 1층 (산성동)",
몽땅잡화,"대전광역시 중구 유천로142번길 26, 1층 (태평동)",
안도커피,"대전광역시 중구 대종로 277, 1~2층 (부사동)",070-4258-0557
황금찹쌀꽈배기,"대전광역시 중구 동서대로 1200-13, 1층 (태평동)",042-527-9288
부사동커피,"대전광역시 중구 보문로 66-2, 1층 (부사동)",
버거킹대전버드내마을오일뱅크점,"대전광역시 중구 계백로 1520, 1~2층 (유천동)",
황금떡볶이,"대전광역시 중구 평촌로105번길 52-2, 1층 (태평동)",042-537-3666
카페,"대전광역시 중구 보문로 286, 1층 (선화동, 스마트 284)",
오늘하루도나스,"대전광역시 중구 유천로 101, 1층 (유천동)",
석봉토스트,"대전광역시 중구 동서대로1304번길 26, 1층 (오류동)",042-527-0045
몽쉘이모네,"대전광역시 중구 동서대로 1348, 1층 (용두동)",
십이월구,"대전광역시 중구 대둔산로 407-19, 1층 (산성동)",
무드모드,"대전광역시 중구 대흥로165번길 24, 1층 (대흥동)",
씨유대전문화주공점,"대전광역시 중구 산성로 108-20, 주공아파트 1층 101, 102, 103호 (문화동)",
지에스25산성네거리점,"대전광역시 중구 대둔산로 385, 1층 (산성동)",042-581-2142
